,company_name,location,layoff_date,employees_affected,Phone Number,Zip Code,Address,Contact Name,Layoff Type,Union Representation
3810,Augusta Sportswear,Candler,04/05/1999,86,,30439,,,,
3811,Vlasic Food International,Laurens,04/06/1999,63,,31022,,,,
3812,"Raider Apparel, Inc.",Bacon,04/07/1999,80,,31510,,,,
3813,"Magna Lomason, Inc.",Carroll,04/16/1999,400,,30117,,,,
3814,Nationsbank,Fulton,04/16/1999,150,,30349,,,,
3815,Ciba Vision,Gwinnett,04/16/1999,132,,30360,,,,
3816,Attachmate Corporation,Fulton,04/16/1999,50,,30320,,,,
3817,H.t. Hackney Company,Cobb,04/16/1999,75,,30114,,,,
3818,Nashville Textile Corporation,Berrien,04/19/1999,260,,31639,,,,
3819,Belk/atlanta Group Office,Gwinnett,04/27/1999,61,,30071,,,,
3820,General Nutrition Corporation,Fulton,04/28/1999,87,,30336,,,,
3821,The Great Atlantic & Pacific Tea Co,Fulton,04/28/1999,95,,30310,,,,
3822,The Great Atlantic & Pacific Tea Co,Fulton,04/28/1999,126,,30319,,,,
3823,The Great Atlantic & Pacific Tea Co,Dekalb,04/28/1999,135,,30033,,,,
3824,Healthcare Credentials Management,Fulton,04/28/1999,60,,30340,,,,
3825,Eds Company,Fulton,04/28/1999,255,,30075,,,,
3826,The Great Atlantic & Pacific Tea Co,Fulton,04/29/1999,83,,30310,,,,
3827,"Ithaca Industries, Inc.",Emanuel,05/03/1999,305,,30401,,,,
3828,Thermo King Corporation,Jefferson,05/04/1999,100,,30434,,,,
3829,Lucas Aerospace Cargo Systems,Bibb,05/04/1999,100,,31216,,,,
3830,"Sew Crafters, Llc",Franklin,05/04/1999,75,,30662,,,,
3831,"Woolrich, Inc.",Treutlen,05/04/1999,111,,30457,,,,
3832,Thomas & Betts Corporation,Toombs,05/04/1999,200,,30474,,,,
3833,Burlen Corporation,Ben Hill,05/04/1999,155,,31750,,,,
3834,Ballard Designs Dist. Center,Cobb,05/06/1999,86,,30144,,,,
3835,Mattel Manufacturing Operation,Richmond,05/11/1999,60,,30906,,,,
3836,National Linen Service,Dougherty,05/12/1999,65,,31701,,,,
3837,Target Stores,Dekalb,05/12/1999,155,,30338,,,,
3838,Platinum Technology,Fulton,05/12/1999,190,,30339,,,,
3839,"Forstmann And Company, Inc.",Baldwin,05/20/1999,50,,31061,,,,
3840,Thomaston Mills Inc.,Upson,07/02/1999,430,,30286,,,,
3841,Thomaston Mills Inc.,Pike,07/02/1999,145,,30295,,,,
3842,Cajun Bag & Supply Corporation,Columbia,07/02/1999,84,,30809,,,,
3843,"Boardman Petroleum, Inc.",Richmond,07/09/1999,61,,30901,,,,
3844,Federal Mogul Corporation,Fulton,07/27/1999,54,,30336,,,,
3845,Ge Capital Its,Fulton,07/27/1999,65,,30071,,,,
3846,"Playtex Apparel, Inc.",Coweta,07/27/1999,224,,30263,,,,
3847,Pnc Mortgage Corp. Of America,Cobb,07/27/1999,156,,30339,,,,
3848,Cooper Industries,Bulloch,07/28/1999,300,,30461,,,,
3849,Louisiana-pacific Corporation,Putnam,07/28/1999,69,,31024,,,,
3850,"Destiny Industries, Inc.",Colquitt,07/28/1999,60,,31776,,,,
3851,Northrup Grumman Corporation,Houston,08/13/1999,117,,31069,,,,
3852,"Forstmann And Company, Inc.",Laurens,08/16/1999,295,,31040,,,,
3853,"Duke Engineering & Services, Inc.",Gwinnett,08/20/1999,72,,30092,,,,
3854,"Uptons, Inc.",Gwinnett,08/20/1999,347,,30092,,,,
3855,"Uptons, Inc.",Gwinnett,08/20/1999,115,,30024,,,,
3856,The William Carter Company,Lamar,08/20/1999,350,,30204,,,,
3857,"Millennium Textile, Inc.",Haralson,08/23/1999,96,,30113,,,,
3858,"Goody Products, Inc.",Meriwether,08/23/1999,96,,31816,,,,
3859,Gnb Technologies,Muscogee,08/30/1999,148,,31906,,,,
3860,Ace Baking Company,Fulton,09/07/1999,70,,30316,,,,
3861,U.s. General Service Administration,Fulton,09/07/1999,150,,30308,,,,
3862,Tap Usa,Gwinnett,09/07/1999,57,,30096,,,,
3863,Sitel Corporation,Haralson,09/07/1999,148,,39240,,,,
3864,Arrow Industries,Bartow,09/07/1999,79,,30120,,,,
3865,"Crider, Inc.",Lincoln,09/08/1999,215,,30817,,,,
3866,Hechinger Investment Co Of Delaware,Richmond,09/20/1999,83,,30907,,,,
3867,Hechinger Investment Co Of Delaware,Muscogee,09/20/1999,64,,31909,,,,
3868,Intown Management Group,Gwinnett,09/22/1999,160,,30093,,,,
3869,Teleservice Resources,Muscogee,09/28/1999,426,,31901,,,,
3870,"Destiny Industries, Inc.",Colquitt,10/12/1999,200,,31776,,,,
3871,St. Paul Companies - Personal Line,Fulton,10/27/1999,100,,30328,,,,
3872,Ciba Vision,Gwinnett,10/27/1999,217,,30360,,,,
3873,"Oxford Industries, Inc.",Walton,10/27/1999,108,,30656,,,,
3874,Ibm - Equipment Depot Division,Gwinnett,10/27/1999,55,,30071,,,,
3875,Cadmus Marketing Services,Fulton,10/27/1999,131,,30318,,,,
3876,Townwear Garment Company,Towns,10/27/1999,60,,30514,,,,
3877,"Shaw Industries, Inc.",Coweta,11/05/1999,370,,30264,,,,
3878,Irwin Manufacturing Corporation,Ben Hill,11/10/1999,75,,31750,,,,
3879,Bowdon Area Hospital,Carroll,11/12/1999,80,,30108,,,,
3880,"Goody Products, Inc.",Meriwether,11/19/1999,38,,31816,,,,
3881,Scana Energy,Fulton,11/19/1999,70,,30326,,,,
3882,"Ithaca Industries, Inc.",Tattnall,12/01/1999,390,,30427,,,,
3883,"Avondale Mills, Inc.",Richmond,12/01/1999,127,,30904,,,,
3884,Louisiana-pacific Corporation,Bulloch,12/01/1999,72,,30458,,,,
3885,Parmalat-new Atlanta Dairies,Muscogee,12/07/1999,62,,31909,,,,
3886,Sygma-atlanta,Fulton,12/20/1999,177,,30340,,,,
3887,West Paces Medical Center,Fulton,12/20/1999,415,,30327,,,,
3888,Autonation,Clayton,12/21/1999,104,,30260,,,,
3889,Tyco Electronics Corporation,Fayette,12/21/1999,125,,30269,,,,
3890,"Siemens Energy & Automation, Inc.",Dekalb,12/23/1999,132,,30084,,,,
3891,Lovable Company,Gwinnett,01/05/1998,360,,30518,,,,
3892,Macy's,Fulton,01/05/1998,189,,30291,,,,
3893,Crawford & Co Healthcare Management,Chatham,01/12/1998,100,,31401,,,,
3894,Mitsubishi Consumer Electronics Inc,Jackson,01/12/1998,299,,30517,,,,
3895,Mego Mortgage,Fulton,01/15/1998,100,,30339,,,,
3896,"Bruno's, Inc.",Fulton,01/15/1998,162,,30328,,,,
3897,"Bruno's, Inc.",Cobb,01/15/1998,97,,30080,,,,
3898,"Bruno's, Inc.",Fulton,01/16/1998,67,,30068,,,,
3899,"Bruno's, Inc.",Fulton,01/16/1998,67,,30068,,,,
3900,"Bruno's, Inc.",Fulton,01/16/1998,72,,30062,,,,
3901,"Bruno's, Inc.",Fulton,01/16/1998,45,,30201,,,,
3902,"Bruno's, Inc.",Fulton,01/16/1998,68,,30281,,,,
3903,"Bruno's, Inc.",Fulton,01/16/1998,66,,30059,,,,
3904,"Bruno's, Inc.",Fulton,01/16/1998,64,,30013,,,,
3905,"Bruno's, Inc.",Fulton,01/16/1998,69,,30214,,,,
3906,"Bruno's, Inc.",Fulton,01/16/1998,65,,30274,,,,
3907,"Bruno's, Inc.",Fulton,01/16/1998,106,,30260,,,,
3908,"Bruno's, Inc.",Fulton,01/16/1998,65,,30247,,,,
3909,Kmart Store,Gwinnett,01/20/1998,80,,30136,,,,
3910,"Vencor, Inc.",Fulton,01/20/1998,100,,30201,,,,
3911,Dexter Sportswear,Laurens,01/22/1998,50,,31019,,,,
3912,"Biljo, Inc.",Laurens,01/22/1998,86,,31040,,,,
3913,"Perfect Fit Industries, Inc.",Randolph,01/23/1998,80,,31740,,,,
3914,Georgian Art Lighting,Gwinnett,02/02/1998,110,,30046,,,,
3915,General Electric Company,Floyd,02/02/1998,161,,30165,,,,
3916,Goodyear Tire & Rubber Company,Bartow,02/02/1998,200,,30120,,,,
3917,"Golden Star, Inc.",Floyd,02/02/1998,125,,30161,,,,
3918,Raytheon Engineers & Constructors,Gwinnett,02/02/1998,100,,30092,,,,
3919,Raytheon Systems Georgia,Troup,02/02/1998,285,,30240,,,,
3920,"J. C. Penney Company, Inc.",Cobb,02/03/1998,335,,30068,,,,
3921,Advance Auto Parts Warehouse,Peach,02/10/1998,92,,31008,,,,
3922,The Torrington Company,Gordon,02/10/1998,380,,30701,,,,
3923,The Bibb Company,Muscogee,02/10/1998,227,,31904,,,,
3924,Moore Document Solutions,Dougherty,02/18/1998,110,,31705,,,,
3925,"Murata Electronics, North America",Polk,02/18/1998,78,,30153,,,,
3926,"Munekata America, Inc.",Whitfield,02/18/1998,140,,30721,,,,
3927,Mitsubishi,Gwinnett,02/25/1998,80,,30071,,,,
3928,H. Kesslers,Fulton,02/25/1998,100,,30303,,,,
3929,United Family Life,Fulton,02/25/1998,100,,30303,,,,
3930,"Jean Hosiery Mills, Inc.",Carroll,03/04/1998,50,,30180,,,,
3931,Ingram Micro,Dekalb,03/04/1998,110,,30021,,,,
3932,Mci Telecommunications Corporation,Fulton,03/04/1998,150,,30350,,,,
3933,Sunstar Corporation,Fulton,03/04/1998,157,,30328,,,,
3934,"Stanley Blacker, Inc.",Toombs,03/05/1998,145,,30474,,,,
3935,"Forstmann And Company, Inc.",Baldwin,03/10/1998,650,,31061,,,,
3936,"Forstmann And Company, Inc.",Jefferson,03/10/1998,80,,30434,,,,
3937,"Quest, Inc.",Cobb,04/01/1998,140,,30082,,,,
3938,T Graphics,Fulton,04/01/1998,110,,30340,,,,
3939,Securitylink,Fulton,04/01/1998,67,,30324,,,,
3940,"Golden City Hosiery Mills, Inc.",Carroll,04/01/1998,100,,30180,,,,
3941,Home Equity Use,Fulton,04/01/1998,191,,30329,,,,
3942,"Timely Transportation, North-ltl",Gordon,04/01/1998,108,,30701,,,,
3943,Mego Mortgage,Fulton,04/02/1998,60,,30339,,,,
3944,First State Bank And Trust Company,Dougherty,04/02/1998,100,,31702,,,,
3945,Best Manufacturing Company,Randolph,04/14/1998,55,,31740,,,,
3946,Wadley Shirt Company,Jefferson,04/15/1998,83,,30477,,,,
3947,Adt Security Services,Dekalb,04/22/1998,400,,30021,,,,
3948,Oki Telecom,Gwinnett,04/24/1998,70,,30024,,,,
3949,"Parsec, Inc.",Fulton,04/24/1998,67,,30312,,,,
3950,"Sweet-orr & Company, Inc.",Dawson,04/24/1998,65,,30534,,,,
3951,Stevens Aviation,Fayette,04/24/1998,113,,30269,,,,
3952,"Hitachi Home Electronics, Inc.",Gwinnett,04/24/1998,50,,30093,,,,
3953,"Deluxe Financial Services, Inc.",Dekalb,04/24/1998,101,,30084,,,,
3954,Carmet Company,Hall,05/01/1998,43,,30504,,,,
3955,International Paper Company,Fulton,05/04/1998,63,,30344,,,,
3956,"Healthfield Services Of Ga, Inc.",Bibb,05/12/1998,70,,31204,,,,
3957,"Ppg Industries, Inc.",Houston,05/12/1998,138,,31059,,,,
3958,Daewoo Lift Trucks,Glynn,05/15/1998,73,,31525,,,,
3959,Providence Learning Ctr-head Start,Fulton,05/20/1998,390,,30310,,,,
3960,"Atlantic Steel Industries, Inc.",Fulton,05/20/1998,300,,30301,,,,
3961,Kmart Store,Fulton,06/01/1998,83,,30329,,,,
3962,Central Home Health Care,Douglas,06/01/1998,83,,30134,,,,
3963,"Montgomery Ward & Co, Inc.",Chatham,06/02/1998,101,,31419,,,,
3964,"Springs Baby Products, Inc.",Wilkinson,06/02/1998,90,,31031,,,,
3965,Village Of St. Joseph,Fulton,06/19/1998,57,,30331,,,,
3966,Handleman Company,Rockdale,06/19/1998,79,,30094,,,,
3967,Universal Furniture Limited,Fulton,06/19/1998,130,,30336,,,,
3968,Syntec Industries,Floyd,07/17/1998,125,,30162,,,,
3969,Fortis Health,Cobb,07/20/1998,95,,30067,,,,
3970,"Scientific Atlanta, Inc.",Gwinnett,07/20/1998,225,,30092,,,,
3971,Wang Global,Cobb,07/20/1998,210,,30080,,,,
3972,Russell Corporation,Muscogee,07/31/1998,540,,31820,,,,
3973,Excel Temporary Services,Gwinnett,08/04/1998,200,,30096,,,,
3974,Quebecor Printing Company,Fulton,08/04/1998,350,,30340,,,,
3975,G&k Services,Fulton,08/04/1998,86,,30344,,,,
3976,Gco Apparel Corporation,Carroll,08/04/1998,300,,30108,,,,
3977,Thomas & Betts Corporation,Decatur,08/12/1998,85,,31717,,,,
3978,Delta Apparel Company,Wilkes,08/12/1998,82,,30673,,,,
3979,Burlen Corporation,Thomas,08/17/1998,202,,31792,,,,
3980,"Rainbow, Inc.",Coweta,09/01/1998,70,,30220,,,,
3981,"Anacomp, Inc.",Gwinnett,09/01/1998,65,,30092,,,,
3982,The Earthgrain Company Of Macon,Bibb,09/01/1998,202,,31204,,,,
3983,Electrolux,Fulton,09/23/1998,108,,30339,,,,
3984,Pacific Rail Services,Fulton,09/23/1998,200,,30318,,,,
3985,"Guilford Mills, Inc.",Hall,09/23/1998,164,,30501,,,,
3986,Bba Nonwovens,Clarke,09/23/1998,152,,30601,,,,
3987,Thomaston Mills Inc.,Spalding,09/23/1998,150,,30224,,,,
3988,Harbison-walker Refractories Co.,Gordon,09/23/1998,53,,30701,,,,
3989,Gm Atlanta Parts Distribution Ctr.,Fulton,09/30/1998,275,,30360,,,,
3990,Prudential Bank And Trust Company,Fulton,09/30/1998,58,,30346,,,,
3991,Lucas Aerospace Cargo Systems,Bibb,10/01/1998,100,,31216,,,,
3992,Lowe's,Glynn,10/01/1998,79,,31520,,,,
3993,Springs Industries,Spalding,10/05/1998,500,,30223,,,,
3994,Pmi Petzl Distribution,Walker,10/13/1998,52,,30728,,,,
3995,Gilbert & Bennett Manufacturing Co.,Stephens,10/15/1998,175,,30577,,,,
3996,"P L Garment, Inc.",Laurens,10/22/1998,320,,31021,,,,
3997,"Varon/amy Industries, Inc.",Calhoun,11/13/1998,50,,31713,,,,
3998,"Oxford Industries, Inc.",Toombs,11/16/1998,75,,30474,,,,
3999,"Grand Manor, Inc.",Thomas,11/16/1998,130,,31799,,,,
4000,Lummus Industries,Muscogee,11/16/1998,120,,31994,,,,
4001,National Eggs Products (nepco),Walton,12/04/1998,156,,30025,,,,
4002,E & L Marketing Research Unit,Dekalb,12/04/1998,70,,30084,,,,
4003,Global Payment System,Fulton,12/04/1998,100,,30329,,,,
4004,"Westek, Inc.",Upson,12/04/1998,300,,30286,,,,
4005,Fasco Motors,Troup,12/04/1998,109,,30241,,,,
4006,Private Line Group,Heard,12/04/1998,130,,30217,,,,
4007,Private Line Group,Elbert,12/04/1998,80,,30624,,,,
4008,"Focal Point, Inc.",Cobb,12/04/1998,58,,30080,,,,
4009,Peachtree Doors And Windows,Gwinnett,12/04/1998,60,,30071,,,,
4010,Hunter Douglas Fabrication Co.,Dekalb,12/04/1998,150,,30360,,,,
4011,Hayes Corporation,Gwinnett,12/04/1998,100,,30348,,,,
4012,Stone Container Corporation,Chatham,12/15/1998,520,,31402,,,,
4013,Worldspan,Fulton,12/22/1998,51,,30339,,,,
4014,"Essex Group, Inc.",Dekalb,12/22/1998,60,,30058,,,,
4015,Satilla Park Hospital,Ware,12/30/1998,77,,31501,,,,
4016,Incredible Universe,Gwinnett,01/06/1997,218,,30136,,,,
4017,Orbit Industries,Union,01/06/1997,80,,30512,,,,
4018,The Bibb Company,Muscogee,01/09/1997,342,,31904,,,,
4019,The Bibb Company,Monroe,01/09/1997,113,,31046,,,,
4020,Brook Run Hospital,Dekalb,01/10/1997,261,,30338,,,,
4021,The Bibb Company,Coweta,01/10/1997,117,,30275,,,,
4022,Orbit Industries,White,01/13/1997,90,,30528,,,,
4023,Orbit Industries,Habersham,01/13/1997,109,,30510,,,,
4024,Orbit Industries,White,01/13/1997,107,,30531,,,,
4025,Orbit Industries,Towns,01/13/1997,80,,30548,,,,
4026,Slocums Tavern & Grill,Cobb,01/15/1997,40,,30067,,,,
4027,"United Technologies Automotive, Inc",Mcduffie,01/15/1997,177,,30824,,,,
4028,Midtown Grill And Bar,Muscogee,01/15/1997,37,,31090,,,,
4029,Something Special,Cobb,01/21/1997,50,,30060,,,,
4030,Nut Tree Pecan Company,Dougherty,01/24/1997,110,,31706,,,,
4031,Aetna - Us Healthcare,Bibb,01/24/1997,280,,31210,,,,
4032,Payco-general American Credit,Cobb,02/05/1997,70,,30067,,,,
4033,Mervyn's Store,Cobb,02/05/1997,80,,30144,,,,
4034,Mervyn's Store,Dekalb,02/05/1997,80,,30033,,,,
4035,Mervyn's Store,Fulton,02/05/1997,80,,30202,,,,
4036,Mervyn's Store,Gwinnett,02/06/1997,80,,30136,,,,
4037,Mervyn's Store,Clayton,02/06/1997,80,,30260,,,,
4038,Mervyn's Store,Clayton,02/06/1997,80,,30291,,,,
4039,Mervyn's Store,Cobb,02/06/1997,80,,30068,,,,
4040,Federal Deposit Ins. Corp. (fdic),Fulton,02/06/1997,400,,30305,,,,
4041,"Facelifters Home Systems, Inc.",Gwinnett,02/06/1997,75,,30360,,,,
4042,"Dave Transportation Services, Inc.",Fulton,02/06/1997,100,,30303,,,,
4043,Riverwood International,Cobb,02/06/1997,74,,30066,,,,
4044,"Echota Cushion, Inc.",Gordon,02/06/1997,80,,30701,,,,
4045,Lithonia Lighting Company,Rockdale,02/06/1997,250,,30207,,,,
4046,"Tri-state Dairy, Inc.",Bibb,02/10/1997,70,,31206,,,,
4047,Btg Polymetron,Dekalb,02/18/1997,55,,30035,,,,
4048,"Ithaca Industries, Inc.",Bacon,02/20/1997,210,,31510,,,,
4049,"Ithaca Industries, Inc.",Mitchell,03/11/1997,229,,31370,,,,
4050,Signal Apparel Company,Troup,03/13/1997,170,,30240,,,,
4051,Coats North America,Walker,03/13/1997,209,,30741,,,,
4052,"Diamond Rug And Carpet Mills, Inc.",Polk,03/13/1997,350,,30104,,,,
4053,Allamerican Financial Southeast,Fulton,03/13/1997,137,,30346,,,,
4054,All Dependable Courier,Fulton,03/13/1997,100,,30344,,,,
4055,The William Carter Company,Lamar,03/14/1997,261,,30204,,,,
4056,Lowe's,Carroll,03/14/1997,248,,30180,,,,
4057,Oki Telecom,Gwinnett,03/14/1997,136,,30174,,,,
4058,Nantucket Industries,Bartow,03/14/1997,75,,30120,,,,
4059,"Hunt Wesson, Inc.",Chatham,03/18/1997,113,,31402,,,,
4060,"Trendline Home Fashions, Inc.",Houston,03/18/1997,235,,31069,,,,
4061,Robins Air Force Base,Houston,03/25/1997,100,,31098,,,,
4062,"Prison Health Services, Inc.",Fulton,03/28/1997,10,,30305,,,,
4063,"Vencor, Inc.",Fulton,03/28/1997,82,,30201,,,,
4064,"Princeton Carpets, Inc.",Bartow,03/28/1997,202,,30103,,,,
4065,"Viking Freight, Inc.",Fulton,03/28/1997,264,,30315,,,,
4066,Delta Apparel Company,Washington,04/09/1997,289,,31082,,,,
4067,Delta Apparel Company,Turner,04/09/1997,192,,31714,,,,
4068,Joseph Campbell Company,Coffee,04/09/1997,377,,31534,,,,
4069,United Health Care,Fulton,05/09/1997,78,,30093,,,,
4070,"Con-set, Inc.",Walker,05/09/1997,94,,30728,,,,
4071,Tenneco Packaging,Cobb,05/23/1997,110,,30080,,,,
4072,Robertshaw Controls Company,Gilmer,05/23/1997,80,,30540,,,,
4073,Torrington Company,Elbert,05/23/1997,60,,30635,,,,
4074,"Dixie Yarns, Inc.",Walker,05/28/1997,97,,30728,,,,
4075,Thermo King Corporation,Jefferson,05/29/1997,94,,30434,,,,
4076,American Pad & Paper,Hall,06/03/1997,51,,30566,,,,
4077,Rayloc Company,Fulton,06/03/1997,200,,30331,,,,
4078,"Cosco, Inc.",Haralson,06/03/1997,60,,30110,,,,
4079,Delphi Energy & Engine Mngmt Sys,Dougherty,06/12/1997,235,,31705,,,,
4080,Engelhard Corporation,Decatur,06/13/1997,80,,31715,,,,
4081,Russell Corporation,Forsyth,06/19/1997,140,,30130,,,,
4082,Beaulieu Fabrics,Floyd,06/19/1997,143,,30161,,,,
4083,G H Bass & Company,Fulton,06/19/1997,80,,30336,,,,
4084,"Campbell's Fresh, Inc.",Laurens,06/27/1997,73,,31022,,,,
4085,Sunlite Casual Furniture,Burke,07/09/1997,350,,30830,,,,
4086,"Ithaca Industries, Inc.",Thomas,07/22/1997,150,,31765,,,,
4087,The Bibb Company,Monroe,07/28/1997,159,,31046,,,,
4088,"Diamond Rug And Carpet Mills, Inc.",Murray,07/31/1997,325,,30724,,,,
4089,General Motors,Fulton,07/31/1997,48,,30328,,,,
4090,"Bellsouth Telecommunications, Inc.",Fulton,07/31/1997,333,,30303,,,,
4091,Shoney's Distribution Warehouse,Dekalb,07/31/1997,55,,30084,,,,
4092,Nbf/bollinger Industries,Sumter,08/04/1997,90,,31709,,,,
4093,"Unique Finishings, Inc.",Johnson,08/04/1997,100,,31096,,,,
4094,Pridecraft Enterprises,Monroe,08/08/1997,120,,31029,,,,
4095,Amity Dyeing And Finishing,Richmond,08/20/1997,201,,30916,,,,
4096,Superior Surgical Manufacturing Co.,Lee,08/20/1997,92,,31763,,,,
4097,Alpha Products,Cobb,08/20/1997,185,,30122,,,,
4098,Royal Creations,Carroll,08/21/1997,112,,30180,,,,
4099,G C Services,Dekalb,08/22/1997,66,,30000,,,,
4100,Tridom Corporation,Cobb,09/02/1997,143,,30067,,,,
4101,Dittler Brothers Inc.,Hall,09/02/1997,235,,30566,,,,
4102,Irwin Manufacturing Corporation,Bacon,09/05/1997,100,,31510,,,,
4103,"Goody Products, Inc.",Meriwether,09/08/1997,38,,31816,,,,
4104,Sonoco Products Co.,Cobb,09/11/1997,27,,30067,,,,
4105,Burnham,Muscogee,09/12/1997,82,,31908,,,,
4106,Data Products,Gwinnett,09/24/1997,67,,30092,,,,
4107,"Apparel Brands, Inc.",Johnson,09/26/1997,230,,31096,,,,
4108,"Bellsouth Telecommunications, Inc.",Fulton,09/26/1997,333,,30303,,,,
4109,Grocery Supply Company Of Columbus,Muscogee,09/30/1997,58,,31907,,,,
4110,Almark Mills,Terrell,10/02/1997,150,,31742,,,,
4111,"Ithaca Industries, Inc.",Brooks,10/16/1997,240,,31643,,,,
4112,"Kraft General Foods, Inc.",Fulton,11/04/1997,100,,30305,,,,
4113,Prudential Bank And Trust Company,Fulton,11/04/1997,77,,30346,,,,
4114,"Marglen Spinning, Inc.",Bartow,11/06/1997,135,,30184,,,,
4115,Cagle's Inc.,Bibb,11/10/1997,498,,31213,,,,
4116,Best Western American Hotel,Fulton,11/17/1997,124,,30303,,,,
4117,Target Stores,Fulton,11/17/1997,141,,30349,,,,
4118,"Oxford Industries, Inc.",Bacon,11/21/1997,225,,31510,,,,
4119,Kmart Store,Cobb,11/24/1997,83,,30059,,,,
4120,Kmart Store,Clayton,11/24/1997,117,,30297,,,,
4121,"Varon/amy Industries, Inc.",Calhoun,12/11/1997,200,,31713,,,,
4122,Atlanta Motor Lines,Clayton,12/12/1997,181,,30288,,,,
4123,Stone Mountain Memorial Association,Dekalb,12/12/1997,90,,30083,,,,
4124,"Healthtex, Inc.",Warren,12/15/1997,210,,30828,,,,
4125,"Ithaca Industries, Inc.",Tattnall,12/19/1997,80,,30427,,,,
4126,Coats North America,White,12/23/1997,125,,30528,,,,
4127,First Data Investor Services Group,Fulton,12/24/1997,83,,30308,,,,
4128,International Paper Company,Fulton,12/24/1997,60,,30344,,,,
4129,T.j. Maxx,Dekalb,01/08/1996,50,,30340,,,,
4130,Kmart Store,Upson,01/08/1996,90,,30286,,,,
4131,"Pope & Talbot, Inc.",Coweta,01/08/1996,97,,30263,,,,
4132,Target Stores,Clayton,01/08/1996,140,,30236,,,,
4133,Altama Delta Corporation,Mcintosh,01/09/1996,85,,31305,,,,
4134,Red Kap Industries,Dooly,01/12/1996,107,,31902,,,,
4135,"Healthtex, Inc.",Warren,01/12/1996,230,,30828,,,,
4136,Constar International,Fulton,01/22/1996,100,,30336,,,,
4137,Enterprise Leasing Company,Fulton,01/22/1996,44,,30305,,,,
4138,Nicolon/mirafi,Elbert,01/22/1996,140,,30635,,,,
4139,Levolor Home Fashions,Clarke,01/22/1996,76,,30601,,,,
4140,"Quality Stitch, Inc.",Hancock,01/23/1996,70,,31087,,,,
4141,"Hughes Of Georgia, Inc.",Troup,01/23/1996,110,,30240,,,,
4142,Federal Deposit Ins. Corp. (fdic),Fulton,01/23/1996,150,,30305,,,,
4143,Amoco Oil Company,Thomas,01/30/1996,54,,31799,,,,
4144,Spectrum Apparel Company,Coffee,02/01/1996,117,,31533,,,,
4145,Samson Manufacturing Division,Burke,02/02/1996,90,,30830,,,,
4146,"Dutchess Lingerie, Inc.",Worth,02/05/1996,123,,31791,,,,
4147,Apex Express,Clayton,02/09/1996,50,,30027,,,,
4148,Apex Express,Polk,02/09/1996,50,,30125,,,,
4149,"Spiegel, Inc.",Gwinnett,02/09/1996,400,,30071,,,,
4150,Ambrose Manufacturing Company,Coffee,02/14/1996,51,,31512,,,,
4151,International Paper Company,Crisp,02/21/1996,199,,31015,,,,
4152,Carter Center\emory University,Fulton,03/04/1996,84,,30307,,,,
4153,United Energy Services,Cobb,03/04/1996,100,,30066,,,,
4154,Intertec Publishing Corporation,Fulton,03/04/1996,134,,30339,,,,
4155,Keebler Company - Atlanta Bakery,Fulton,03/04/1996,450,,30354,,,,
4156,Cigna Property And Casualty Company,Bibb,03/05/1996,25,,31210,,,,
4157,Oki Telecom,Gwinnett,03/06/1996,100,,30174,,,,
4158,Stanley Bostitch,Fulton,03/06/1996,74,,30336,,,,
4159,Tifton Apparel Manufacturing Co.,Tift,03/07/1996,52,,31794,,,,
4160,"Hercules Automotive Products, Inc.",Mitchell,03/07/1996,85,,31779,,,,
4161,"Siemens Energy & Automation, Inc.",Hall,03/08/1996,41,,30501,,,,
4162,Cross Systems Division,Fulton,03/11/1996,120,,30201,,,,
4163,"Printpack, Inc.",Fulton,03/12/1996,109,,30336,,,,
4164,"The Bacova Guild, Ltd Of Georgia",Whitfield,03/18/1996,80,,30721,,,,
4165,The Manhattan Shirt Company,Sumter,03/21/1996,55,,31709,,,,
4166,"Stephenson Enterprises, Inc.",Charlton,03/21/1996,120,,31537,,,,
4167,Thomson Company,Mcduffie,03/21/1996,377,,30824,,,,
4168,Salvatrice Shoe Company,Pierce,03/28/1996,50,,31516,,,,
4169,Early Manufacturing Company,Early,04/08/1996,49,,31723,,,,
4170,"Soft Key International, Inc",Cobb,04/12/1996,50,,30067,,,,
4171,Sara Lee Knit Products,Putnam,04/22/1996,205,,31024,,,,
