,company_name,location,notice_date,layoff_date,employees_affected,Type (Closing/Layoff)
11873,Intel Corporation,,04/25/2016,05/31/2016,269,Layoff Permanent
11874,Intel Corporation,,04/25/2016,05/31/2016,296,Layoff Permanent
11875,World Service West,,04/20/2016,06/22/2016,137,Closure Permanent
11876,"Solera Holdings, Inc.",,04/25/2016,06/30/2016,83,Closure Permanent
11877,Boeing Company,,04/22/2016,06/24/2016,36,Layoff Unknown at this time
11878,Boeing Company,,04/22/2016,06/24/2016,36,Layoff Unknown at this time
11879,Diversified Transportation,,04/27/2016,06/30/2016,65,Closure Permanent
11880,"Andromeda Entertainment Enterprises,",,04/27/2016,07/01/2016,96,Closure Permanent
11881,Quantum Fuel Systems Technologies,,04/28/2016,06/29/2016,110,Closure Permanent
11882,"Xerox Business Services, LLC",,04/28/2016,06/30/2016,55,Layoff Permanent
11883,Bank of America,,04/25/2016,06/19/2016,40,Layoff Permanent
11884,Bank of America,,04/25/2016,06/19/2016,50,Layoff Permanent
11885,"Cisco Systems, Inc.",,04/26/2016,04/27/2016,83,Layoff Permanent
11886,"Sempermed USA, Inc.",,04/27/2016,06/30/2016,2,Closure Permanent
11887,"ecoATM, Inc.",,04/28/2016,05/27/2016,107,Layoff Permanent
11888,Freeport-McMoRan Oil & Gas LLC,,04/29/2016,07/01/2016,9,Layoff Permanent
11889,Nortek Security & Control LLC,,04/29/2016,07/01/2016,25,Closure Permanent
11890,"Zodiac Seat Shells U.S., LLC",,04/25/2016,06/22/2016,168,Layoff Permanent
11891,Ralphs Grocery Company,,04/28/2016,07/01/2016,63,Closure Unknown at this time
11892,Boeing Company,,04/29/2016,07/01/2016,2,Layoff Unknown at this time
11893,Aramark Sports and Entertainment,,05/01/2016,06/30/2016,68,Closure Permanent
11894,"Versi-Staff Solutions, Inc.",,05/02/2016,07/01/2016,150,Layoff Permanent
11895,Prosper Marketplace Inc.,,05/03/2016,07/05/2016,65,Layoff Permanent
11896,"Actavis, Inc.",,05/04/2016,07/08/2016,19,Layoff Permanent
11897,Kmart,,02/25/2016,05/29/2016,132,Closure Permanent
11898,Maggiano's Little Italy,,05/02/2016,07/01/2016,103,Closure Permanent
11899,Ardea Biosciences,,05/02/2016,07/08/2016,141,Layoff Permanent
11900,"Western Digital Technology, Inc.",,05/04/2016,06/17/2016,81,Layoff Permanent
11901,"Western Digital Technology, Inc.",,05/04/2016,06/17/2016,18,Layoff Permanent
11902,Visiting Nurse Association of the Inland,,03/04/2016,05/01/2016,8,Layoff Permanent
11903,Visiting Nurse Association of the Inland,,03/04/2016,05/01/2016,8,Layoff Permanent
11904,"Western Digital Technology, Inc.",,05/04/2016,07/03/2016,105,Layoff Permanent
11905,Symantec Corporation,,04/29/2016,06/10/2016,15,Layoff Permanent
11906,First Student,,04/29/2016,06/30/2016,5,Closure Permanent
11907,The Declan Suites San Diego,,04/29/2016,06/30/2016,65,Layoff Permanent
11908,Homemade Real Foods,,05/05/2016,05/02/2016,316,Layoff Permanent
11909,"Roof Diagnostics Solar and Electric, LLC",,05/05/2016,07/07/2016,48,Layoff Permanent
11910,Brake Parts Inc.,,05/06/2016,07/06/2016,1,Layoff Permanent
11911,Los Angeles Guild LLC,,05/09/2016,07/10/2016,57,Layoff Permanent
11912,"Kabler Construction Services, Inc.",,05/04/2016,06/30/2016,67,Layoff Permanent
11913,"CST California Stations, Inc.",,05/04/2016,07/05/2016,73,Closure Permanent
11914,"CST California Stations, Inc.",,05/04/2016,07/05/2016,34,Closure Permanent
11915,"Disney Interactive Studios, Inc.",,05/10/2016,05/10/2016,55,Layoff Unknown at this time
11916,"Western Digital Technology, Inc.",,05/04/2016,07/03/2016,232,Layoff Permanent
11917,"CST California Stations, Inc.",,05/04/2016,07/05/2016,48,Closure Permanent
11918,"CST California Stations, Inc.",,05/04/2016,07/05/2016,19,Closure Permanent
11919,"CST California Stations, Inc.",,05/04/2016,07/05/2016,22,Closure Permanent
11920,"CST California Stations, Inc.",,05/04/2016,07/05/2016,25,Closure Permanent
11921,"CST California Stations, Inc.",,05/04/2016,07/05/2016,52,Closure Permanent
11922,"CST California Stations, Inc.",,05/04/2016,07/05/2016,15,Closure Permanent
11923,"CST California Stations, Inc.",,05/04/2016,07/05/2016,25,Closure Permanent
11924,"CST California Stations, Inc.",,05/04/2016,07/05/2016,44,Closure Permanent
11925,"CST California Stations, Inc.",,05/04/2016,07/05/2016,6,Closure Permanent
11926,"CST California Stations, Inc.",,05/04/2016,07/05/2016,13,Closure Permanent
11927,"CST California Stations, Inc.",,05/04/2016,07/05/2016,15,Closure Permanent
11928,"CST California Stations, Inc.",,05/04/2016,07/05/2016,41,Closure Permanent
11929,"CST California Stations, Inc.",,05/04/2016,07/05/2016,18,Closure Permanent
11930,"CST California Stations, Inc.",,05/04/2016,07/05/2016,12,Closure Permanent
11931,"CST California Stations, Inc.",,05/04/2016,07/05/2016,7,Closure Permanent
11932,"CST California Stations, Inc.",,05/04/2016,07/05/2016,12,Closure Permanent
11933,"CST California Stations, Inc.",,05/04/2016,07/05/2016,7,Closure Permanent
11934,"CST California Stations, Inc.",,05/04/2016,07/05/2016,48,Closure Permanent
11935,"CST California Stations, Inc.",,05/04/2016,07/05/2016,6,Closure Permanent
11936,"CST California Stations, Inc.",,05/04/2016,07/05/2016,14,Closure Permanent
11937,"Jacobs Technology, Inc.",,05/02/2016,06/30/2016,55,Layoff Permanent
11938,Jamba Juice,,05/05/2016,12/31/2016,103,Closure Permanent
11939,"Thrive Market, Inc.",,05/10/2016,07/15/2016,98,Closure Permanent
11940,Brake Parts Inc.,,05/17/2016,07/29/2016,3,Layoff Permanent
11941,Ryder,,05/18/2016,07/22/2016,11,Layoff Permanent
11942,Visiting Nurse Association of the Inland,,03/04/2016,04/04/2016,55,Closure Unknown at this time
11943,Visiting Nurse Association of the Inland,,03/04/2016,05/01/2016,3,Layoff Permanent
11944,Visiting Nurse Association of the Inland,,03/04/2016,05/01/2016,10,Layoff Permanent
11945,Southern California Edison Company,,04/15/2016,06/18/2016,73,Layoff Permanent
11946,"Sage Software, Inc.",,05/17/2016,07/18/2016,2,Layoff Permanent
11947,"Sports Authority, Inc.",,05/19/2016,06/10/2016,122,Closure Permanent
11948,Levy Restaurants,,05/19/2016,07/20/2016,167,Closure Permanent
11949,"Bienvenidos Children Center, Inc.",,05/09/2016,06/30/2016,4,Layoff Permanent
11950,"Bienvenidos Children Center, Inc.",,05/09/2016,06/30/2016,3,Layoff Permanent
11951,"Solar Link International, Inc.",,05/19/2016,07/19/2016,169,Layoff Permanent
11952,Boeing Company,,05/20/2016,07/22/2016,45,Layoff Unknown at this time
11953,Boeing Company,,05/20/2016,07/22/2016,73,Layoff Unknown at this time
11954,"Mi Pueblo, LLC",,05/23/2016,07/23/2016,76,Closure Permanent
11955,"AEG Management Ontario, LLC",,05/19/2016,06/30/2016,280,Layoff Permanent
11956,"L-3 Communications Divisions, Electron",,05/20/2016,04/05/2017,69,Closure Permanent
11957,"Benz Sanitation Inc,Benz Propane Co.",,05/20/2016,08/01/2016,132,Layoff Permanent
11958,"Nestle USA, Inc.",,05/23/2016,07/25/2016,72,Layoff Temporary
11959,"SunEdison, Inc.",,05/25/2016,05/26/2016,85,Layoff Permanent
11960,"SunEdison, Inc.",,05/25/2016,05/26/2016,17,Layoff Permanent
11961,"SunEdison, Inc.",,05/25/2016,05/26/2016,9,Layoff Permanent
11962,The Fresno Bee,,05/25/2016,07/31/2016,85,Layoff Permanent
11963,"Yamashiro, Inc.",,03/14/2016,06/12/2016,82,Closure Permanent
11964,"National Retail Transportation, Inc.",,05/25/2016,07/31/2016,125,Closure Permanent
11965,BAE SYSTEMS,,05/26/2016,05/24/2016,1,Layoff Temporary
11966,BAE SYSTEMS,,05/26/2016,05/24/2016,53,Layoff Temporary
11967,"Playtika Santa Monica, LLC",,05/26/2016,08/01/2016,111,Layoff Permanent
11968,Bloomingdale's 59th & Lex Cafe,,05/27/2016,07/31/2016,17,Closure Temporary
11969,"Buca Restaurants 2, Inc.",,05/27/2016,08/01/2016,39,Closure Permanent
11970,Pactiv LLC,,05/06/2016,07/08/2016,106,Closure Permanent
11971,"Simply Hired, Inc.",,05/26/2016,07/26/2016,94,Closure Permanent
11972,Brake Parts Inc.,,05/27/2016,07/29/2016,65,Closure Permanent
11973,Safeway Inc. / Albertsons Companies,,05/28/2016,07/29/2016,5,Layoff Unknown at this time
11974,Corizon Health,,05/25/2016,06/30/2016,130,Layoff Permanent
11975,Corizon Health,,05/25/2016,06/30/2016,26,Layoff Permanent
11976,United Technologies Corporation,,06/01/2016,07/31/2016,6,Closure Permanent
11977,"CVS Pharmacy, Inc.",,06/01/2016,09/30/2016,152,Layoff Permanent
11978,"Veritas Technologies, LLC",,05/12/2016,05/18/2016,128,Layoff Permanent
11979,"Actavis, Inc.",,06/01/2016,08/05/2016,31,Layoff Permanent
11980,"Steiner eOptics, Inc.",,06/02/2016,08/02/2016,69,Closure Permanent
11981,Ryder,,06/03/2016,08/05/2016,47,Layoff Permanent
11982,American Medical Response / Centrex,,06/01/2016,12/31/2016,8,Layoff Permanent
11983,Prometheus Laboratories Inc.,,06/02/2016,08/01/2016,55,Layoff Permanent
11984,Xerox Corporation,,06/06/2016,08/04/2016,39,Closure Permanent
11985,"Mandalay Berry Farms, Inc.",,06/01/2016,07/31/2016,565,Closure Permanent
11986,Save Mart Supermarkets,,06/06/2016,08/13/2016,325,Closure Permanent
11987,Alcoa Fastening Systems & Rings,,06/07/2016,08/09/2016,189,Layoff Permanent
11988,Abbott Vascular,,12/07/2015,12/07/2015,160,Closure Permanent
11989,"StemCells, Inc.",,05/31/2016,08/01/2016,26,Closure Permanent
11990,"StemCells, Inc.",,05/31/2016,08/01/2016,27,Closure Permanent
11991,Southern California Edison Company,,06/10/2016,08/06/2016,37,Layoff Permanent
11992,Safeway Inc.,,06/13/2016,08/12/2016,3,Layoff Unknown at this time
11993,"Caddock Electronics, Inc.",,06/13/2016,08/16/2016,60,Closure Permanent
11994,Carpenter Co.,,06/14/2016,08/15/2016,198,Closure Permanent
11995,"eBay, Inc.",,06/06/2016,02/20/2015,538,Layoff Permanent
11996,Restoration Hardware,,06/09/2016,06/09/2016,53,Layoff Permanent
11997,Thermo Fisher,,06/09/2016,10/01/2016,33,Layoff Permanent
11998,"Adecco USA, Inc.",,06/15/2016,08/17/2016,730,Layoff Permanent
11999,SKF USA Inc.,,06/13/2016,09/30/2016,55,Layoff Permanent
12000,Gap Inc.,,06/14/2016,08/14/2016,200,Layoff Permanent
12001,Ryder,,06/17/2016,08/19/2016,9,Layoff Permanent
12002,"Experience Works, Inc.",,05/26/2016,07/01/2016,6,Closure Permanent
12003,"Taylor Farms Pacific, Inc.",,06/15/2016,09/15/2016,192,Layoff Permanent
12004,"Xtreme Solutions, Inc.",,06/16/2016,08/31/2016,80,Layoff Permanent
12005,Boeing Company,,06/17/2016,08/19/2016,41,Layoff Unknown at this time
12006,Boeing Company,,06/17/2016,08/19/2016,42,Layoff Unknown at this time
12007,Jacobs Technology Inc.,,06/21/2016,08/21/2016,1,Layoff Permanent
12008,Jacobs Technology Inc.,,06/21/2016,08/21/2016,59,Layoff Permanent
12009,Jacobs Technology Inc.,,06/21/2016,08/21/2016,5,Layoff Permanent
12010,VSE Corporation,,06/23/2016,07/22/2016,9,Closure Unknown at this time
12011,Lightspeed Systems,,06/24/2016,12/31/2016,80,Layoff Permanent
12012,LendingClub Corporation,,06/27/2016,08/26/2016,159,Layoff Permanent
12013,Thomas & Betts,,06/15/2016,08/01/2016,44,Closure Permanent
12014,Nordstrom Horton Plaza Store,,06/24/2016,08/26/2016,169,Closure Permanent
12015,"Arena Pharmaceuticals, Inc.",,06/30/2016,08/31/2016,100,Layoff Permanent
12016,Symantec Corporation,,06/30/2014,06/18/2014,51,Layoff Permanent
12017,"Post Foods, LLC",,06/30/2014,09/12/2014,52,Closure Permanent
12018,"Post Foods, LLC",,06/30/2014,09/26/2014,6,Closure Permanent
12019,"Crissair, Inc",,07/01/2014,09/15/2014,170,Closure Permanent
12020,Brooks Automation Inc.,,07/02/2014,10/01/2014,89,Closure Permanent
12021,"Bimbo Bakeries USA, Inc.",,07/08/2014,09/07/2014,73,Layoff Permanent
12022,"Buca Restaurants 2, Inc./Buca di",,07/09/2014,09/07/2014,87,Closure Permanent
12023,Xerox Business Services,,07/15/2014,09/15/2014,38,Layoff Permanent
12024,Microsift and Nokia Inc,,07/17/2014,09/15/2014,378,Layoff Permanent
12025,"McDonald's Restaurant/Nicwil, Inc.",,07/07/2014,08/30/2014,55,Closure Permanent
12026,ITT Cannon LLC,,07/07/2014,09/07/2014,7,Layoff Permanent
12027,American Medical Response of,,07/08/2014,11/14/2014,120,Closure Permanent
12028,Temple Community Hospital,,07/11/2014,09/09/2014,288,Closure Unknown at this time
12029,Intuit Inc.,,07/15/2014,09/15/2014,10,Layoff Permanent
12030,Intuit Inc.,,07/15/2014,09/15/2014,7,Layoff Permanent
12031,Intuit Inc.,,07/15/2014,09/15/2014,65,Layoff Permanent
12032,Grand Cafe,,07/18/2014,09/16/2014,2,Layoff Permanent
12033,Boeing Company,,07/18/2014,09/19/2014,23,Layoff Permanent
12034,Boeing Company,,07/18/2014,09/19/2014,35,Layoff Permanent
12035,Grand Cafe,,07/25/2014,09/25/2014,1,Layoff Permanent
12036,"Sierra-Cascade Nursery, Inc./Ballico",,07/15/2014,09/27/2014,544,Closure Temporary
12037,Foster Poultry Farms,,07/17/2014,09/19/2014,60,Layoff Unknown at this time
12038,Super Glue/Pacer Technology,,07/21/2014,09/22/2014,14,Layoff Permanent
12039,T.G.I. Friday's,,07/21/2014,09/22/2014,56,Closure Permanent
12040,Novartis Pharmaceuticals Corporation,,07/22/2014,09/30/2014,57,Layoff Permanent
12041,Broadcom Corporation,,07/23/2014,09/26/2014,240,Layoff Permanent
12042,Broadcom Corporation,,07/23/2014,09/26/2014,203,Layoff Permanent
12043,Broadcom Corporation,,07/23/2014,09/26/2014,7,Layoff Permanent
12044,Broadcom Corporation,,07/23/2014,09/26/2014,7,Layoff Permanent
12045,Broadcom Corporation,,07/23/2014,09/26/2014,61,Layoff Permanent
12046,Broadcom Corporation,,07/23/2014,09/26/2014,112,Layoff Permanent
12047,"Bruker Daltonics, Inc.",,07/23/2014,09/30/2014,78,Layoff Permanent
12048,Raytheon Company-Space and,,07/25/2014,09/23/2014,24,Layoff Permanent
12049,ITT Cannon LLC,,07/25/2014,09/24/2014,5,Layoff Permanent
12050,"Lazar Industries, LLC",,07/28/2014,09/26/2014,55,Closure Permanent
12051,Hewlitt-Packard Company,,07/10/2014,07/11/2014,82,Layoff Permanent
12052,"Moss & Stone, LLC",,07/29/2014,09/30/2014,104,Closure Unknown at this time
12053,Millennium Partners Sports Club,,07/29/2014,10/03/2014,189,Closure Permanent
12054,"Trius Therapeutics, Inc.",,07/30/2014,09/30/2014,6,Layoff Unknown at this time
12055,"Cerexa, Inc.",,07/31/2014,09/30/2014,52,Closure Permanent
12056,"G2 Secure Staff, LLC (Waste",,07/11/2014,07/17/2014,55,Closure Permanent
12057,DNC - Back Lot Deli-Bradley Terminal-,,07/14/2014,09/01/2014,25,Layoff Permanent
12058,Terminal 2 Wolfgang Pucks-Bradley,,07/14/2014,09/26/2014,24,Layoff Permanent
12059,Beverly Community Hospital,,07/15/2014,09/13/2014,82,Layoff Permanent
12060,Intuit Inc,,07/15/2014,09/15/2014,7,Layoff Permanent
12061,Intuit Inc,,07/15/2014,09/15/2014,120,Layoff Permanent
12062,"VPD IV, INc",,07/16/2014,09/29/2014,17,Closure Permanent
12063,Tatitlek Corporation,,07/29/2014,09/30/2014,2562,Layoff Permanent
12064,Nestle Prepared Foods Company/Hot,,08/01/2014,10/03/2014,353,Layoff Unknown at this time
12065,CTI Foods/Custom Food Products,,08/01/2014,10/07/2014,315,Closure Permanent
12066,Northrop Grumman Corporation,,07/30/2014,10/03/2014,423,Layoff Permanent
12067,Symantec Corporation,,07/31/2014,06/18/2014,4,Layoff Permanent
12068,Hewlett-Packard Company,,07/31/2014,08/01/2014,39,Layoff Permanent
12069,Boeing Company,,08/01/2014,09/19/2014,158,Layoff Unknown at this time
12070,"United Airlines, Inc.",,08/01/2014,10/01/2014,233,Layoff Permanent
12071,RMR Financial LLC,,08/04/2014,10/03/2014,12,Layoff Permanent
12072,Foothill Transit/First Transit,,07/31/2014,10/04/2014,416,Layoff Permanent
12073,"Space Systems/Loral, LLC",,08/05/2014,10/04/2014,53,Layoff Permanent
12074,Springleaf Finance,,08/05/2014,10/05/2014,10,Closure Permanent
12075,"Actavis, Inc.",,08/05/2014,10/08/2014,48,Layoff Permanent
12076,Sutter Health/ABSMC Summit,,08/06/2014,10/06/2014,4,Layoff Permanent
12077,Southern California Edison Company,,08/08/2014,10/10/2014,8,Layoff Permanent
12078,Southern California Edison Company,,08/08/2014,10/10/2014,320,Layoff Permanent
12079,Southern California Edison Company,,08/08/2014,10/10/2014,82,Layoff Permanent
12080,TaylorMade Golf Company,,08/12/2014,08/12/2014,98,Layoff Permanent
12081,"RAD Harvest, LLC",,08/11/2014,10/10/2014,1,Layoff Permanent
12082,"RAD Harvest, LLC",,08/11/2014,10/10/2014,80,Layoff Permanent
12083,"Amcor Rigid Plastics USA, Inc.",,08/14/2014,09/26/2014,112,Layoff Permanent
12084,Raytheon Company-Space & Airborne,,08/14/2014,10/14/2014,28,Layoff Permanent
12085,"Risk Management Solutions, Inc.",,08/19/2014,08/19/2014,78,Layoff Permanent
12086,"Angelica Textile Services, Inc.",,08/21/2014,10/20/2014,67,Closure Permanent
12087,BD Medical,,08/25/2014,11/01/2014,100,Closure Permanent
12088,Boeing Company,,08/22/2014,10/24/2014,53,Layoff Unknown at this time
12089,Boeing Company,,08/22/2014,10/24/2014,49,Layoff Unknown at this time
12090,Ball Metal Food & Household Products,,08/25/2014,10/24/2014,159,Layoff Permanent
12091,Imperium Security Specialists,,08/18/2014,10/23/2014,45,Layoff Unknown at this time
12092,Boeing Company,,08/22/2014,10/24/2014,37,Layoff Unknown at this time
12093,Disney Interactive,,08/26/2014,08/26/2014,55,Layoff Permanent
12094,"Aruba Networks, Inc.",,08/26/2014,08/26/2014,116,Layoff Permanent
12095,HSBC,,08/26/2014,10/25/2014,40,Layoff Permanent
12096,Precyse Solutions LLC,,08/27/2014,11/03/2014,61,Layoff Permanent
12097,Super Glue/Pacer Technology,,08/22/2014,10/22/2014,10,Layoff Permanent
12098,Super Glue/Pacer Technology,,08/22/2014,10/22/2014,1,Layoff Permanent
12099,USS-POSCO Industries,,08/25/2014,10/26/2014,643,Layoff Unknown at this time
12100,BAE Systems,,08/05/2014,08/04/2014,1,Layoff Unknown at this time
12101,BAE Systems,,08/12/2014,08/11/2014,1,Layoff Unknown at this time
12102,"Investor's Business Daily, Inc.",,08/21/2014,11/10/2014,38,Layoff Permanent
12103,"Allergan, Inc.",,08/25/2014,10/31/2014,129,Layoff Permanent
12104,Menzies Aviation LAX,,08/28/2014,11/01/2014,65,Layoff Permanent
12105,Stingaree,,08/28/2014,11/01/2014,111,Closure Permanent
12106,"Exelixis, Inc.",,09/02/2014,11/03/2014,152,Layoff Permanent
12107,BAE Systems,,08/25/2014,09/09/2014,87,Layoff Temporary
12108,Symantec Corporation,,08/29/2014,10/01/2014,2,Layoff Permanent
12109,The House of Big Fish and Ice Cold,,08/29/2014,10/29/2014,58,Closure Permanent
12110,Bank of America,,09/02/2014,10/26/2014,36,Layoff Permanent
12111,The Active Network,,09/04/2014,11/07/2014,47,Layoff Permanent
12112,QBE North America,,09/05/2014,11/07/2014,68,Layoff Unknown at this time
12113,Narus,,09/04/2014,11/06/2014,17,Layoff Permanent
12114,"Exelixis, Inc.",,09/08/2014,11/03/2014,2,Layoff Permanent
12115,"Security Industry Specialist, Inc.",,09/03/2014,10/31/2014,10,Layoff Permanent
12116,"Security Industry Specialists, Inc.",,09/03/2014,10/31/2014,310,Layoff Permanent
12117,"Security Industry Specialists, Inc.",,09/03/2014,10/31/2014,3,Layoff Permanent
12118,"Security Industry Specialists, Inc.",,09/03/2014,10/31/2014,12,Layoff Permanent
12119,Discover Home Loans,,09/08/2014,11/07/2014,4,Layoff Permanent
12120,Antelope Valley Hospital,,09/09/2014,11/10/2014,99,Layoff Unknown at this time
12121,Ducommun Incorporated/Ducommun,,09/12/2014,11/14/2014,68,Layoff Permanent
12122,Aramark Management Services,,09/07/2014,11/10/2014,51,Closure Permanent
12123,California Superstores Valencia CJDR,,09/11/2014,11/10/2014,64,Closure Unknown at this time
12124,United Technologies,,09/15/2014,11/14/2014,6,Closure Permanent
12125,Drew Ford,,09/15/2014,11/16/2014,281,Closure Permanent
12126,Bank of America,,09/10/2014,11/02/2014,5,Layoff Permanent
12127,Morrison Healthcare,,09/11/2014,11/10/2014,53,Closure Permanent
12128,Morrison Healthcare,,09/11/2014,11/15/2014,85,Closure Permanent
12129,Yahoo! Inc.,,09/15/2014,11/14/2014,59,Closure Permanent
12130,Warren's Blackboard,,09/15/2014,11/24/2014,58,Layoff Permanent
12131,"Hightail, Inc.",,09/17/2014,09/17/2014,74,Layoff Permanent
12132,San Francisco Marriott Marquis,,09/17/2014,11/24/2014,22,Layoff Temporary
12133,BD Biosciences,,09/12/2014,11/12/2014,60,Layoff Permanent
12134,Ralphs Grocery Company,,09/15/2014,11/19/2014,62,Closure Unknown at this time
12135,Western/Induspac Packaging Group,,09/19/2014,11/19/2014,46,Closure Unknown at this time
12136,Discover Financial Services-Personal,,09/15/2014,11/17/2014,25,Layoff Permanent
12137,Morrison Healthcare,,09/15/2014,11/17/2014,91,Closure Permanent
12138,"Microsoft and Nokia, Inc.",,09/17/2014,11/17/2014,94,Layoff Permanent
12139,"Microsoft and Nokia, Inc.",,09/18/2014,11/17/2014,13,Layoff Permanent
12140,"Microsoft and Nokia, Inc.",,09/18/2014,11/17/2014,53,Layoff Permanent
